давление 1E+5 Па.,   время 0 c.
давление 7,047E-7 Па.,   время 5988 c.
давление 7,044E-7 Па.,   время 5989 c.
давление 7,042E-7 Па.,   время 5990 c.
давление 7,039E-7 Па.,   время 5991 c.
давление 7,037E-7 Па.,   время 5992 c.
давление 7,034E-7 Па.,   время 5993 c.
давление 7,032E-7 Па.,   время 5994 c.
давление 7,029E-7 Па.,   время 5995 c.
давление 7,027E-7 Па.,   время 5996 c.
давление 7,024E-7 Па.,   время 5997 c.
давление 7,022E-7 Па.,   время 5998 c.
давление 7,02E-7 Па.,   время 5999 c.
давление 7,017E-7 Па.,   время 6000 c.
давление 7,015E-7 Па.,   время 6001 c.
давление 7,013E-7 Па.,   время 6002 c.
давление 7,01E-7 Па.,   время 6003 c.
давление 7,008E-7 Па.,   время 6004 c.
давление 7,006E-7 Па.,   время 6005 c.
давление 7,004E-7 Па.,   время 6006 c.
давление 7,001E-7 Па.,   время 6007 c.
давление 6,999E-7 Па.,   время 6008 c.
давление 6,997E-7 Па.,   время 6009 c.
давление 6,995E-7 Па.,   время 6010 c.
давление 6,993E-7 Па.,   время 6011 c.
давление 6,991E-7 Па.,   время 6012 c.
давление 6,989E-7 Па.,   время 6013 c.
давление 6,987E-7 Па.,   время 6014 c.
давление 6,985E-7 Па.,   время 6015 c.
давление 6,983E-7 Па.,   время 6016 c.
давление 6,981E-7 Па.,   время 6017 c.
давление 6,979E-7 Па.,   время 6018 c.
давление 6,977E-7 Па.,   время 6019 c.
давление 6,975E-7 Па.,   время 6020 c.
давление 6,973E-7 Па.,   время 6021 c.
давление 6,971E-7 Па.,   время 6022 c.
давление 6,969E-7 Па.,   время 6023 c.
давление 6,967E-7 Па.,   время 6024 c.
давление 6,966E-7 Па.,   время 6025 c.
давление 6,964E-7 Па.,   время 6026 c.
давление 6,962E-7 Па.,   время 6027 c.
давление 6,96E-7 Па.,   время 6028 c.
давление 6,958E-7 Па.,   время 6029 c.
давление 6,957E-7 Па.,   время 6030 c.
давление 6,955E-7 Па.,   время 6031 c.
давление 6,953E-7 Па.,   время 6032 c.
давление 6,951E-7 Па.,   время 6033 c.
давление 6,95E-7 Па.,   время 6034 c.
давление 6,948E-7 Па.,   время 6035 c.
давление 6,946E-7 Па.,   время 6036 c.
давление 6,945E-7 Па.,   время 6037 c.
давление 6,943E-7 Па.,   время 6038 c.
давление 6,942E-7 Па.,   время 6039 c.
давление 6,94E-7 Па.,   время 6040 c.
давление 6,939E-7 Па.,   время 6041 c.
давление 6,937E-7 Па.,   время 6042 c.
давление 6,935E-7 Па.,   время 6043 c.
давление 6,934E-7 Па.,   время 6044 c.
давление 6,932E-7 Па.,   время 6045 c.
давление 6,931E-7 Па.,   время 6046 c.
давление 6,929E-7 Па.,   время 6047 c.
давление 6,928E-7 Па.,   время 6048 c.
давление 6,927E-7 Па.,   время 6049 c.
давление 6,925E-7 Па.,   время 6050 c.
давление 6,924E-7 Па.,   время 6051 c.
давление 6,922E-7 Па.,   время 6052 c.
давление 6,921E-7 Па.,   время 6053 c.
давление 6,919E-7 Па.,   время 6054 c.
давление 6,918E-7 Па.,   время 6055 c.
давление 6,917E-7 Па.,   время 6056 c.
давление 6,915E-7 Па.,   время 6057 c.
давление 6,914E-7 Па.,   время 6058 c.
давление 6,913E-7 Па.,   время 6059 c.
давление 6,911E-7 Па.,   время 6060 c.
давление 6,91E-7 Па.,   время 6061 c.
давление 6,909E-7 Па.,   время 6062 c.
давление 6,908E-7 Па.,   время 6063 c.
давление 6,906E-7 Па.,   время 6064 c.
давление 6,905E-7 Па.,   время 6065 c.
давление 6,904E-7 Па.,   время 6066 c.
давление 6,903E-7 Па.,   время 6067 c.
давление 6,902E-7 Па.,   время 6068 c.
давление 6,9E-7 Па.,   время 6069 c.
давление 6,899E-7 Па.,   время 6070 c.
давление 6,898E-7 Па.,   время 6071 c.
давление 6,897E-7 Па.,   время 6072 c.
давление 6,896E-7 Па.,   время 6073 c.
давление 6,895E-7 Па.,   время 6074 c.
давление 6,893E-7 Па.,   время 6075 c.
давление 6,892E-7 Па.,   время 6076 c.
давление 6,891E-7 Па.,   время 6077 c.
давление 6,89E-7 Па.,   время 6078 c.
давление 6,889E-7 Па.,   время 6079 c.
давление 6,888E-7 Па.,   время 6080 c.
давление 6,887E-7 Па.,   время 6081 c.
давление 6,886E-7 Па.,   время 6082 c.
давление 6,885E-7 Па.,   время 6083 c.
давление 6,884E-7 Па.,   время 6084 c.
давление 6,883E-7 Па.,   время 6085 c.
давление 6,882E-7 Па.,   время 6086 c.
давление 6,881E-7 Па.,   время 6087 c.
давление 6,88E-7 Па.,   время 6088 c.
давление 6,879E-7 Па.,   время 6089 c.
давление 6,878E-7 Па.,   время 6090 c.
давление 6,877E-7 Па.,   время 6091 c.
давление 6,876E-7 Па.,   время 6092 c.
давление 6,875E-7 Па.,   время 6093 c.
давление 6,874E-7 Па.,   время 6094 c.
давление 6,873E-7 Па.,   время 6095 c.
давление 6,872E-7 Па.,   время 6096 c.
давление 6,871E-7 Па.,   время 6097 c.
давление 6,871E-7 Па.,   время 6098 c.
давление 6,87E-7 Па.,   время 6099 c.
давление 6,869E-7 Па.,   время 6100 c.
давление 6,868E-7 Па.,   время 6101 c.
давление 6,867E-7 Па.,   время 6102 c.
давление 6,866E-7 Па.,   время 6103 c.
давление 6,865E-7 Па.,   время 6104 c.
давление 6,864E-7 Па.,   время 6105 c.
давление 6,864E-7 Па.,   время 6106 c.
давление 6,863E-7 Па.,   время 6107 c.
давление 6,862E-7 Па.,   время 6108 c.
давление 6,861E-7 Па.,   время 6109 c.
давление 6,86E-7 Па.,   время 6110 c.
давление 6,86E-7 Па.,   время 6111 c.
давление 6,859E-7 Па.,   время 6112 c.
давление 6,858E-7 Па.,   время 6113 c.
давление 6,857E-7 Па.,   время 6114 c.
давление 6,857E-7 Па.,   время 6115 c.
давление 6,856E-7 Па.,   время 6116 c.
давление 6,855E-7 Па.,   время 6117 c.
давление 6,854E-7 Па.,   время 6118 c.
давление 6,854E-7 Па.,   время 6119 c.
давление 6,853E-7 Па.,   время 6120 c.
давление 6,852E-7 Па.,   время 6121 c.
давление 6,851E-7 Па.,   время 6122 c.
давление 6,851E-7 Па.,   время 6123 c.
давление 6,85E-7 Па.,   время 6124 c.
давление 6,849E-7 Па.,   время 6125 c.
давление 6,849E-7 Па.,   время 6126 c.
давление 6,848E-7 Па.,   время 6127 c.
давление 6,847E-7 Па.,   время 6128 c.
давление 6,847E-7 Па.,   время 6129 c.
давление 6,846E-7 Па.,   время 6130 c.
давление 6,845E-7 Па.,   время 6131 c.
давление 6,845E-7 Па.,   время 6132 c.
давление 6,844E-7 Па.,   время 6133 c.
давление 6,844E-7 Па.,   время 6134 c.
давление 6,843E-7 Па.,   время 6135 c.
давление 6,842E-7 Па.,   время 6136 c.
давление 6,842E-7 Па.,   время 6137 c.
давление 6,841E-7 Па.,   время 6138 c.
давление 6,84E-7 Па.,   время 6139 c.
давление 6,84E-7 Па.,   время 6140 c.
давление 6,839E-7 Па.,   время 6141 c.
давление 6,839E-7 Па.,   время 6142 c.
давление 6,838E-7 Па.,   время 6143 c.
давление 6,838E-7 Па.,   время 6144 c.
давление 6,837E-7 Па.,   время 6145 c.
давление 6,836E-7 Па.,   время 6146 c.
давление 6,836E-7 Па.,   время 6147 c.
давление 6,835E-7 Па.,   время 6148 c.
давление 6,835E-7 Па.,   время 6149 c.
давление 6,834E-7 Па.,   время 6150 c.
давление 6,834E-7 Па.,   время 6151 c.
давление 6,833E-7 Па.,   время 6152 c.
давление 6,833E-7 Па.,   время 6153 c.
давление 6,832E-7 Па.,   время 6154 c.
давление 6,832E-7 Па.,   время 6155 c.
давление 6,831E-7 Па.,   время 6156 c.
давление 6,831E-7 Па.,   время 6157 c.
давление 6,83E-7 Па.,   время 6158 c.
давление 6,83E-7 Па.,   время 6159 c.
давление 6,829E-7 Па.,   время 6160 c.
давление 6,829E-7 Па.,   время 6161 c.
давление 6,828E-7 Па.,   время 6162 c.
давление 6,828E-7 Па.,   время 6163 c.
давление 6,827E-7 Па.,   время 6164 c.
давление 6,827E-7 Па.,   время 6165 c.
давление 6,826E-7 Па.,   время 6166 c.
давление 6,826E-7 Па.,   время 6167 c.
давление 6,825E-7 Па.,   время 6168 c.
давление 6,825E-7 Па.,   время 6169 c.
давление 6,825E-7 Па.,   время 6170 c.
давление 6,824E-7 Па.,   время 6171 c.
давление 6,824E-7 Па.,   время 6172 c.
давление 6,823E-7 Па.,   время 6173 c.
давление 6,823E-7 Па.,   время 6174 c.
давление 6,822E-7 Па.,   время 6175 c.
давление 6,822E-7 Па.,   время 6176 c.
давление 6,822E-7 Па.,   время 6177 c.
давление 6,821E-7 Па.,   время 6178 c.
давление 6,821E-7 Па.,   время 6179 c.
давление 6,82E-7 Па.,   время 6180 c.
давление 6,82E-7 Па.,   время 6181 c.
давление 6,82E-7 Па.,   время 6182 c.
давление 6,819E-7 Па.,   время 6183 c.
давление 6,819E-7 Па.,   время 6184 c.
давление 6,818E-7 Па.,   время 6185 c.
давление 6,818E-7 Па.,   время 6186 c.
давление 6,818E-7 Па.,   время 6187 c.
давление 6,817E-7 Па.,   время 6188 c.
давление 6,817E-7 Па.,   время 6189 c.
давление 6,817E-7 Па.,   время 6190 c.
давление 6,816E-7 Па.,   время 6191 c.
давление 6,816E-7 Па.,   время 6192 c.
давление 6,816E-7 Па.,   время 6193 c.
давление 6,815E-7 Па.,   время 6194 c.
давление 6,815E-7 Па.,   время 6195 c.
давление 6,815E-7 Па.,   время 6196 c.
давление 6,814E-7 Па.,   время 6197 c.
давление 6,814E-7 Па.,   время 6198 c.
давление 6,814E-7 Па.,   время 6199 c.
давление 6,813E-7 Па.,   время 6200 c.
давление 6,813E-7 Па.,   время 6201 c.
давление 6,813E-7 Па.,   время 6202 c.
давление 6,812E-7 Па.,   время 6203 c.
давление 6,812E-7 Па.,   время 6204 c.
давление 6,812E-7 Па.,   время 6205 c.
давление 6,811E-7 Па.,   время 6206 c.
давление 6,811E-7 Па.,   время 6207 c.
давление 6,811E-7 Па.,   время 6208 c.
давление 6,81E-7 Па.,   время 6209 c.
давление 6,81E-7 Па.,   время 6210 c.
давление 6,81E-7 Па.,   время 6211 c.
давление 6,809E-7 Па.,   время 6212 c.
давление 6,809E-7 Па.,   время 6213 c.
давление 6,809E-7 Па.,   время 6214 c.
давление 6,809E-7 Па.,   время 6215 c.
давление 6,808E-7 Па.,   время 6216 c.
давление 6,808E-7 Па.,   время 6217 c.
давление 6,808E-7 Па.,   время 6218 c.
давление 6,808E-7 Па.,   время 6219 c.
давление 6,807E-7 Па.,   время 6220 c.
давление 6,807E-7 Па.,   время 6221 c.
давление 6,807E-7 Па.,   время 6222 c.
давление 6,806E-7 Па.,   время 6223 c.
давление 6,806E-7 Па.,   время 6224 c.
давление 6,806E-7 Па.,   время 6225 c.
давление 6,806E-7 Па.,   время 6226 c.
давление 6,805E-7 Па.,   время 6227 c.
давление 6,805E-7 Па.,   время 6228 c.
давление 6,805E-7 Па.,   время 6229 c.
давление 6,805E-7 Па.,   время 6230 c.
давление 6,804E-7 Па.,   время 6231 c.
давление 6,804E-7 Па.,   время 6232 c.
давление 6,804E-7 Па.,   время 6233 c.
давление 6,804E-7 Па.,   время 6234 c.
давление 6,804E-7 Па.,   время 6235 c.
давление 6,803E-7 Па.,   время 6236 c.
давление 6,803E-7 Па.,   время 6237 c.
давление 6,803E-7 Па.,   время 6238 c.
давление 6,803E-7 Па.,   время 6239 c.
давление 6,802E-7 Па.,   время 6240 c.
давление 6,802E-7 Па.,   время 6241 c.
давление 6,802E-7 Па.,   время 6242 c.
давление 6,802E-7 Па.,   время 6243 c.
давление 6,802E-7 Па.,   время 6244 c.
давление 6,801E-7 Па.,   время 6245 c.
давление 6,801E-7 Па.,   время 6246 c.
давление 6,801E-7 Па.,   время 6247 c.
давление 6,801E-7 Па.,   время 6248 c.
давление 6,8E-7 Па.,   время 6249 c.
давление 6,8E-7 Па.,   время 6250 c.
давление 6,8E-7 Па.,   время 6251 c.
давление 6,8E-7 Па.,   время 6252 c.
давление 6,8E-7 Па.,   время 6253 c.
давление 6,8E-7 Па.,   время 6254 c.
давление 6,799E-7 Па.,   время 6255 c.
давление 6,799E-7 Па.,   время 6256 c.
давление 6,799E-7 Па.,   время 6257 c.
давление 6,799E-7 Па.,   время 6258 c.
давление 6,799E-7 Па.,   время 6259 c.
давление 6,798E-7 Па.,   время 6260 c.
давление 6,798E-7 Па.,   время 6261 c.
давление 6,798E-7 Па.,   время 6262 c.
давление 6,798E-7 Па.,   время 6263 c.
давление 6,798E-7 Па.,   время 6264 c.
давление 6,798E-7 Па.,   время 6265 c.
давление 6,797E-7 Па.,   время 6266 c.
давление 6,797E-7 Па.,   время 6267 c.
давление 6,797E-7 Па.,   время 6268 c.
давление 6,797E-7 Па.,   время 6269 c.
давление 6,797E-7 Па.,   время 6270 c.
давление 6,797E-7 Па.,   время 6271 c.
давление 6,796E-7 Па.,   время 6272 c.
давление 6,796E-7 Па.,   время 6273 c.
давление 6,796E-7 Па.,   время 6274 c.
давление 6,796E-7 Па.,   время 6275 c.
давление 6,796E-7 Па.,   время 6276 c.
давление 6,796E-7 Па.,   время 6277 c.
давление 6,795E-7 Па.,   время 6278 c.
давление 6,795E-7 Па.,   время 6279 c.
давление 6,795E-7 Па.,   время 6280 c.
давление 6,795E-7 Па.,   время 6281 c.
давление 6,795E-7 Па.,   время 6282 c.
давление 6,795E-7 Па.,   время 6283 c.
давление 6,795E-7 Па.,   время 6284 c.
давление 6,794E-7 Па.,   время 6285 c.
давление 6,794E-7 Па.,   время 6286 c.
давление 6,794E-7 Па.,   время 6287 c.
давление 6,794E-7 Па.,   время 6288 c.
давление 6,794E-7 Па.,   время 6289 c.
давление 6,794E-7 Па.,   время 6290 c.
давление 6,794E-7 Па.,   время 6291 c.
давление 6,793E-7 Па.,   время 6292 c.
давление 6,793E-7 Па.,   время 6293 c.
давление 6,793E-7 Па.,   время 6294 c.
давление 6,793E-7 Па.,   время 6295 c.
давление 6,793E-7 Па.,   время 6296 c.
давление 6,793E-7 Па.,   время 6297 c.
давление 6,793E-7 Па.,   время 6298 c.
давление 6,793E-7 Па.,   время 6299 c.
давление 6,792E-7 Па.,   время 6300 c.
давление 6,792E-7 Па.,   время 6301 c.
давление 6,792E-7 Па.,   время 6302 c.
давление 6,792E-7 Па.,   время 6303 c.
давление 6,792E-7 Па.,   время 6304 c.
давление 6,792E-7 Па.,   время 6305 c.
давление 6,792E-7 Па.,   время 6306 c.
давление 6,792E-7 Па.,   время 6307 c.
давление 6,791E-7 Па.,   время 6308 c.
давление 6,791E-7 Па.,   время 6309 c.
давление 6,791E-7 Па.,   время 6310 c.
давление 6,791E-7 Па.,   время 6311 c.
давление 6,791E-7 Па.,   время 6312 c.
давление 6,791E-7 Па.,   время 6313 c.
давление 6,791E-7 Па.,   время 6314 c.
давление 6,791E-7 Па.,   время 6315 c.
давление 6,791E-7 Па.,   время 6316 c.
давление 6,79E-7 Па.,   время 6317 c.
давление 6,79E-7 Па.,   время 6318 c.
давление 6,79E-7 Па.,   время 6319 c.
давление 6,79E-7 Па.,   время 6320 c.
давление 6,79E-7 Па.,   время 6321 c.
давление 6,79E-7 Па.,   время 6322 c.
давление 6,79E-7 Па.,   время 6323 c.
давление 6,79E-7 Па.,   время 6324 c.
давление 6,79E-7 Па.,   время 6325 c.
давление 6,79E-7 Па.,   время 6326 c.
давление 6,79E-7 Па.,   время 6327 c.
давление 6,789E-7 Па.,   время 6328 c.
давление 6,789E-7 Па.,   время 6329 c.
давление 6,789E-7 Па.,   время 6330 c.
давление 6,789E-7 Па.,   время 6331 c.
давление 6,789E-7 Па.,   время 6332 c.
давление 6,789E-7 Па.,   время 6333 c.
давление 6,789E-7 Па.,   время 6334 c.
давление 6,789E-7 Па.,   время 6335 c.
давление 6,789E-7 Па.,   время 6336 c.
давление 6,789E-7 Па.,   время 6337 c.
давление 6,789E-7 Па.,   время 6338 c.
давление 6,788E-7 Па.,   время 6339 c.
давление 6,788E-7 Па.,   время 6340 c.
давление 6,788E-7 Па.,   время 6341 c.
давление 6,788E-7 Па.,   время 6342 c.
давление 6,788E-7 Па.,   время 6343 c.
давление 6,788E-7 Па.,   время 6344 c.
давление 6,788E-7 Па.,   время 6345 c.
давление 6,788E-7 Па.,   время 6346 c.
давление 6,788E-7 Па.,   время 6347 c.
давление 6,788E-7 Па.,   время 6348 c.
давление 6,788E-7 Па.,   время 6349 c.
давление 6,788E-7 Па.,   время 6350 c.
давление 6,788E-7 Па.,   время 6351 c.
давление 6,787E-7 Па.,   время 6352 c.
давление 6,787E-7 Па.,   время 6353 c.
давление 6,787E-7 Па.,   время 6354 c.
давление 6,787E-7 Па.,   время 6355 c.
давление 6,787E-7 Па.,   время 6356 c.
давление 6,787E-7 Па.,   время 6357 c.
давление 6,787E-7 Па.,   время 6358 c.
давление 6,787E-7 Па.,   время 6359 c.
давление 6,787E-7 Па.,   время 6360 c.
давление 6,787E-7 Па.,   время 6361 c.
давление 6,787E-7 Па.,   время 6362 c.
давление 6,787E-7 Па.,   время 6363 c.
давление 6,787E-7 Па.,   время 6364 c.
давление 6,787E-7 Па.,   время 6365 c.
давление 6,786E-7 Па.,   время 6366 c.
давление 6,786E-7 Па.,   время 6367 c.
давление 6,786E-7 Па.,   время 6368 c.
давление 6,786E-7 Па.,   время 6369 c.
давление 6,786E-7 Па.,   время 6370 c.
давление 6,786E-7 Па.,   время 6371 c.
давление 6,786E-7 Па.,   время 6372 c.
давление 6,786E-7 Па.,   время 6373 c.
давление 6,786E-7 Па.,   время 6374 c.
давление 6,786E-7 Па.,   время 6375 c.
давление 6,786E-7 Па.,   время 6376 c.
давление 6,786E-7 Па.,   время 6377 c.
давление 6,786E-7 Па.,   время 6378 c.
давление 6,786E-7 Па.,   время 6379 c.
давление 6,786E-7 Па.,   время 6380 c.
давление 6,786E-7 Па.,   время 6381 c.
давление 6,786E-7 Па.,   время 6382 c.
давление 6,785E-7 Па.,   время 6383 c.
давление 6,785E-7 Па.,   время 6384 c.
давление 6,785E-7 Па.,   время 6385 c.
давление 6,785E-7 Па.,   время 6386 c.
давление 6,785E-7 Па.,   время 6387 c.
давление 6,785E-7 Па.,   время 6388 c.
давление 6,785E-7 Па.,   время 6389 c.
давление 6,785E-7 Па.,   время 6390 c.
давление 6,785E-7 Па.,   время 6391 c.
давление 6,785E-7 Па.,   время 6392 c.
давление 6,785E-7 Па.,   время 6393 c.
давление 6,785E-7 Па.,   время 6394 c.
давление 6,785E-7 Па.,   время 6395 c.
давление 6,785E-7 Па.,   время 6396 c.
давление 6,785E-7 Па.,   время 6397 c.
давление 6,785E-7 Па.,   время 6398 c.
давление 6,785E-7 Па.,   время 6399 c.
давление 6,785E-7 Па.,   время 6400 c.
давление 6,785E-7 Па.,   время 6401 c.
давление 6,785E-7 Па.,   время 6402 c.
давление 6,785E-7 Па.,   время 6403 c.
давление 6,784E-7 Па.,   время 6404 c.
давление 6,784E-7 Па.,   время 6405 c.
давление 6,784E-7 Па.,   время 6406 c.
давление 6,784E-7 Па.,   время 6407 c.
давление 6,784E-7 Па.,   время 6408 c.
давление 6,784E-7 Па.,   время 6409 c.
давление 6,784E-7 Па.,   время 6410 c.
давление 6,784E-7 Па.,   время 6411 c.
давление 6,784E-7 Па.,   время 6412 c.
давление 6,784E-7 Па.,   время 6413 c.
давление 6,784E-7 Па.,   время 6414 c.
давление 6,784E-7 Па.,   время 6415 c.
давление 6,784E-7 Па.,   время 6416 c.
давление 6,784E-7 Па.,   время 6417 c.
давление 6,784E-7 Па.,   время 6418 c.
давление 6,784E-7 Па.,   время 6419 c.
давление 6,784E-7 Па.,   время 6420 c.
давление 6,784E-7 Па.,   время 6421 c.
давление 6,784E-7 Па.,   время 6422 c.
давление 6,784E-7 Па.,   время 6423 c.
давление 6,784E-7 Па.,   время 6424 c.
давление 6,784E-7 Па.,   время 6425 c.
давление 6,784E-7 Па.,   время 6426 c.
давление 6,784E-7 Па.,   время 6427 c.
давление 6,784E-7 Па.,   время 6428 c.
давление 6,783E-7 Па.,   время 6429 c.
давление 6,783E-7 Па.,   время 6430 c.
давление 6,783E-7 Па.,   время 6431 c.
давление 6,783E-7 Па.,   время 6432 c.
давление 6,783E-7 Па.,   время 6433 c.
давление 6,783E-7 Па.,   время 6434 c.
давление 6,783E-7 Па.,   время 6435 c.
давление 6,783E-7 Па.,   время 6436 c.
давление 6,783E-7 Па.,   время 6437 c.
давление 6,783E-7 Па.,   время 6438 c.
давление 6,783E-7 Па.,   время 6439 c.
давление 6,783E-7 Па.,   время 6440 c.
давление 6,783E-7 Па.,   время 6441 c.
давление 6,783E-7 Па.,   время 6442 c.
давление 6,783E-7 Па.,   время 6443 c.
давление 6,783E-7 Па.,   время 6444 c.
давление 6,783E-7 Па.,   время 6445 c.
давление 6,783E-7 Па.,   время 6446 c.
давление 6,783E-7 Па.,   время 6447 c.
давление 6,783E-7 Па.,   время 6448 c.
давление 6,783E-7 Па.,   время 6449 c.
давление 6,783E-7 Па.,   время 6450 c.
давление 6,783E-7 Па.,   время 6451 c.
давление 6,783E-7 Па.,   время 6452 c.
давление 6,783E-7 Па.,   время 6453 c.
давление 6,783E-7 Па.,   время 6454 c.
давление 6,783E-7 Па.,   время 6455 c.
давление 6,783E-7 Па.,   время 6456 c.
давление 6,783E-7 Па.,   время 6457 c.
давление 6,783E-7 Па.,   время 6458 c.
давление 6,783E-7 Па.,   время 6459 c.
давление 6,783E-7 Па.,   время 6460 c.
давление 6,783E-7 Па.,   время 6461 c.
давление 6,783E-7 Па.,   время 6462 c.
давление 6,782E-7 Па.,   время 6463 c.
давление 6,782E-7 Па.,   время 6464 c.
давление 6,782E-7 Па.,   время 6465 c.
давление 6,782E-7 Па.,   время 6466 c.
давление 6,782E-7 Па.,   время 6467 c.
давление 6,782E-7 Па.,   время 6468 c.
давление 6,782E-7 Па.,   время 6469 c.
давление 6,782E-7 Па.,   время 6470 c.
давление 6,782E-7 Па.,   время 6471 c.
давление 6,782E-7 Па.,   время 6472 c.
давление 6,782E-7 Па.,   время 6473 c.
давление 6,782E-7 Па.,   время 6474 c.
давление 6,782E-7 Па.,   время 6475 c.
давление 6,782E-7 Па.,   время 6476 c.
давление 6,782E-7 Па.,   время 6477 c.
давление 6,782E-7 Па.,   время 6478 c.
давление 6,782E-7 Па.,   время 6479 c.
давление 6,782E-7 Па.,   время 6480 c.
давление 6,782E-7 Па.,   время 6481 c.
давление 6,782E-7 Па.,   время 6482 c.
давление 6,782E-7 Па.,   время 6483 c.
давление 6,782E-7 Па.,   время 6484 c.
давление 6,782E-7 Па.,   время 6485 c.
давление 6,782E-7 Па.,   время 6486 c.
давление 6,782E-7 Па.,   время 6487 c.
давление 6,782E-7 Па.,   время 6488 c.
давление 6,782E-7 Па.,   время 6489 c.
давление 6,782E-7 Па.,   время 6490 c.
давление 6,782E-7 Па.,   время 6491 c.
давление 6,782E-7 Па.,   время 6492 c.
давление 6,782E-7 Па.,   время 6493 c.
давление 6,782E-7 Па.,   время 6494 c.
давление 6,782E-7 Па.,   время 6495 c.
давление 6,782E-7 Па.,   время 6496 c.
давление 6,782E-7 Па.,   время 6497 c.
давление 6,782E-7 Па.,   время 6498 c.
давление 6,782E-7 Па.,   время 6499 c.
давление 6,782E-7 Па.,   время 6500 c.
давление 6,782E-7 Па.,   время 6501 c.
давление 6,782E-7 Па.,   время 6502 c.
давление 6,782E-7 Па.,   время 6503 c.
давление 6,782E-7 Па.,   время 6504 c.
давление 6,782E-7 Па.,   время 6505 c.
давление 6,782E-7 Па.,   время 6506 c.
давление 6,782E-7 Па.,   время 6507 c.
давление 6,782E-7 Па.,   время 6508 c.
давление 6,782E-7 Па.,   время 6509 c.
давление 6,782E-7 Па.,   время 6510 c.
давление 6,782E-7 Па.,   время 6511 c.
давление 6,782E-7 Па.,   время 6512 c.
давление 6,782E-7 Па.,   время 6513 c.
давление 6,782E-7 Па.,   время 6514 c.
давление 6,781E-7 Па.,   время 6515 c.
давление 6,781E-7 Па.,   время 6516 c.
давление 6,781E-7 Па.,   время 6517 c.
давление 6,781E-7 Па.,   время 6518 c.
давление 6,781E-7 Па.,   время 6519 c.
давление 6,781E-7 Па.,   время 6520 c.
давление 6,781E-7 Па.,   время 6521 c.
давление 6,781E-7 Па.,   время 6522 c.
давление 6,781E-7 Па.,   время 6523 c.
давление 6,781E-7 Па.,   время 6524 c.
давление 6,781E-7 Па.,   время 6525 c.
давление 6,781E-7 Па.,   время 6526 c.
давление 6,781E-7 Па.,   время 6527 c.
давление 6,781E-7 Па.,   время 6528 c.
давление 6,781E-7 Па.,   время 6529 c.
давление 6,781E-7 Па.,   время 6530 c.
давление 6,781E-7 Па.,   время 6531 c.
давление 6,781E-7 Па.,   время 6532 c.
давление 6,781E-7 Па.,   время 6533 c.
давление 6,781E-7 Па.,   время 6534 c.
давление 6,781E-7 Па.,   время 6535 c.
давление 6,781E-7 Па.,   время 6536 c.
давление 6,781E-7 Па.,   время 6537 c.
давление 6,781E-7 Па.,   время 6538 c.
давление 6,781E-7 Па.,   время 6539 c.
давление 6,781E-7 Па.,   время 6540 c.
давление 6,781E-7 Па.,   время 6541 c.
давление 6,781E-7 Па.,   время 6542 c.
давление 6,781E-7 Па.,   время 6543 c.
давление 6,781E-7 Па.,   время 6544 c.
давление 6,781E-7 Па.,   время 6545 c.
давление 6,781E-7 Па.,   время 6546 c.
давление 6,781E-7 Па.,   время 6547 c.
давление 6,781E-7 Па.,   время 6548 c.
давление 6,781E-7 Па.,   время 6549 c.
давление 6,781E-7 Па.,   время 6550 c.
давление 6,781E-7 Па.,   время 6551 c.
давление 6,781E-7 Па.,   время 6552 c.
давление 6,781E-7 Па.,   время 6553 c.
давление 6,781E-7 Па.,   время 6554 c.
давление 6,781E-7 Па.,   время 6555 c.
давление 6,781E-7 Па.,   время 6556 c.
давление 6,781E-7 Па.,   время 6557 c.
давление 6,781E-7 Па.,   время 6558 c.
давление 6,781E-7 Па.,   время 6559 c.
давление 6,781E-7 Па.,   время 6560 c.
давление 6,781E-7 Па.,   время 6561 c.
давление 6,781E-7 Па.,   время 6562 c.
давление 6,781E-7 Па.,   время 6563 c.
давление 6,781E-7 Па.,   время 6564 c.
давление 6,781E-7 Па.,   время 6565 c.
давление 6,781E-7 Па.,   время 6566 c.
давление 6,781E-7 Па.,   время 6567 c.
давление 6,781E-7 Па.,   время 6568 c.
давление 6,781E-7 Па.,   время 6569 c.
давление 6,781E-7 Па.,   время 6570 c.
давление 6,781E-7 Па.,   время 6571 c.
давление 6,781E-7 Па.,   время 6572 c.
давление 6,781E-7 Па.,   время 6573 c.
давление 6,781E-7 Па.,   время 6574 c.
давление 6,781E-7 Па.,   время 6575 c.
давление 6,781E-7 Па.,   время 6576 c.
давление 6,781E-7 Па.,   время 6577 c.
давление 6,781E-7 Па.,   время 6578 c.
давление 6,781E-7 Па.,   время 6579 c.
давление 6,781E-7 Па.,   время 6580 c.
давление 6,781E-7 Па.,   время 6581 c.
давление 6,781E-7 Па.,   время 6582 c.
давление 6,781E-7 Па.,   время 6583 c.
давление 6,781E-7 Па.,   время 6584 c.
давление 6,781E-7 Па.,   время 6585 c.
давление 6,781E-7 Па.,   время 6586 c.
давление 6,781E-7 Па.,   время 6587 c.
давление 6,781E-7 Па.,   время 6588 c.
давление 6,781E-7 Па.,   время 6589 c.
давление 6,781E-7 Па.,   время 6590 c.
давление 6,781E-7 Па.,   время 6591 c.
давление 6,781E-7 Па.,   время 6592 c.
давление 6,781E-7 Па.,   время 6593 c.
давление 6,781E-7 Па.,   время 6594 c.
